humidity,temp,PM2_5,PM10,PM1_0,CO,NO2,SO2,AQI,datetime
68.2,26.5,43.4,45.4,42.3,-2.3731,-0.5383,0.0287,120.0000045,2021-12-25 23:57:21
68.2,26.5,43.4,45.4,42.3,-2.3731,-0.5383,0.0257,120.0000045,2021-12-25 23:57:31
68.2,26.5,43.4,45.4,42.3,-2.3731,-0.5383,0.0143,120.0000045,2021-12-25 23:57:41
64.5,27.9,43.6,46.2,42.1,-2.3731,-0.5383,0.0267,120.500004425,2021-12-25 23:57:51
68.2,26.5,43.4,45.4,42.3,-2.3731,-0.5383,0.0094,120.0000045,2021-12-25 23:58:01
68.2,26.5,44.1,46,42.7,-2.3731,-0.5372,0.0373,121.7500042375,2021-12-25 23:58:11
68.2,26.5,44.1,46,42.7,-2.3847,-0.5383,0.013,121.7500042375,2021-12-25 23:58:21
68.2,26.5,44.5,46.3,43.2,-2.3847,-0.5383,0.0252,122.7500040875,2021-12-25 23:58:31
68.2,26.5,44.5,46.3,43.1,-2.4195,-0.5383,0.0252,122.7500040875,2021-12-25 23:58:41
68.2,26.5,44.1,46,42.7,-2.4079,-0.5383,0.0229,121.7500042375,2021-12-25 23:58:51
68.2,26.5,44.8,46.7,43.6,-2.4195,-0.5383,0.0394,123.500003975,2021-12-25 23:59:01
68.2,26.5,44.5,46.3,43.1,-2.4195,-0.5383,0.0216,122.7500040875,2021-12-25 23:59:11
68.2,26.5,44.8,46.7,43.6,-2.4079,-0.5383,0.0087,123.500003975,2021-12-25 23:59:21
64.5,27.9,43.9,46.5,42.5,-2.4079,-0.5383,0.0193,121.2500043125,2021-12-25 23:59:31
68.1,26.5,44.5,46.3,43.1,-2.4079,-0.5383,0.0168,122.7500040875,2021-12-25 23:59:41
68.1,26.5,44.8,46.7,43.5,-2.4079,-0.5383,-0.0025,123.500003975,2021-12-25 23:59:51
68.1,26.5,43.8,45.7,42.3,-2.3963,-0.5372,0.0099,121.00000435,2021-12-26 00:00:01
68.1,26.5,44.1,46,42.7,-2.3847,-0.5383,0.0191,121.7500042375,2021-12-26 00:00:11
68.1,26.5,43.4,45.4,42.3,-2.3963,-0.5383,0.0145,120.0000045,2021-12-26 00:00:21
68.1,26.5,43.1,45.1,41.9,-2.3847,-0.5383,0.032,119.2500046125,2021-12-26 00:00:31
68.1,26.5,43.4,45.4,42.3,-2.4311,-0.5383,0.0401,120.0000045,2021-12-26 00:00:41
68.1,26.5,42.7,44.8,41.5,-2.4079,-0.5383,0.0262,118.2500047625,2021-12-26 00:00:51
64.5,27.9,43.2,45.9,42,-2.4311,-0.5383,0.0221,119.500004575,2021-12-26 00:01:01
68.1,26.5,43.1,45.1,41.9,-2.4079,-0.5383,0.0203,119.2500046125,2021-12-26 00:01:11
68.1,26.5,43.4,45.4,42.3,-2.4195,-0.5383,0.0165,120.0000045,2021-12-26 00:01:21
68.1,26.5,43.8,45.7,42.3,-2.4079,-0.5383,0.015,121.00000435,2021-12-26 00:01:31
68.1,26.5,44.5,46.3,43.1,-2.4195,-0.5383,0.0292,122.7500040875,2021-12-26 00:01:41
68.1,26.5,44.8,46.7,43.5,-2.3847,-0.5383,0.0087,123.500003975,2021-12-26 00:01:51
68.1,26.5,44.1,46,42.7,-2.3847,-0.5383,0.0033,121.7500042375,2021-12-26 00:02:01
68.1,26.5,44.8,46.7,43.5,-2.4079,-0.5372,0.0351,123.500003975,2021-12-26 00:02:11
68.1,26.5,44.8,46.7,43.5,-2.4079,-0.5383,0.0396,123.500003975,2021-12-26 00:02:21
68.1,26.5,45.2,47,44,-2.3963,-0.5383,0.0404,124.500003825,2021-12-26 00:02:31
64.5,27.9,44.6,47.1,43.3,-2.3963,-0.5383,0.0381,123.00000405,2021-12-26 00:02:41
68.1,26.5,44.5,46.3,43.1,-2.4195,-0.5383,0.0391,122.7500040875,2021-12-26 00:02:51
68.1,26.5,44.8,46.7,43.5,-2.4195,-0.5383,0.0333,123.500003975,2021-12-26 00:03:01
68.1,26.5,44.8,46.7,43.5,-2.4079,-0.5383,0.0143,123.500003975,2021-12-26 00:03:11
68.1,26.5,44.8,46.7,43.5,-2.3963,-0.5383,0.0158,123.500003975,2021-12-26 00:03:21
68.1,26.5,43.8,45.7,42.3,-2.3963,-0.5383,0.0181,121.00000435,2021-12-26 00:03:31
68.1,26.5,44.1,46,42.7,-2.3963,-0.5383,0.013,121.7500042375,2021-12-26 00:03:41
68.1,26.5,44.1,46,42.7,-2.3731,-0.5383,0.0054,121.7500042375,2021-12-26 00:03:51
68.1,26.5,44.1,46,42.7,-2.3847,-0.5372,0.0176,121.7500042375,2021-12-26 00:04:01
64.5,27.9,44.3,47.1,42.9,-2.3847,-0.5383,0.0181,122.2500041625,2021-12-26 00:04:11
68.1,26.5,44.1,46,42.7,-2.3847,-0.5383,0.0242,121.7500042375,2021-12-26 00:04:21
68.1,26.5,44.8,46.7,43.5,-2.4079,-0.5383,0.0132,123.500003975,2021-12-26 00:04:31
68.1,26.5,45.2,47,44,-2.3847,-0.5383,0.0239,124.500003825,2021-12-26 00:04:41
68.2,26.5,45.2,47,44,-2.4311,-0.5383,0.0404,124.500003825,2021-12-26 00:04:51
68.2,26.5,45.2,47,44,-2.3847,-0.5383,0.0206,124.500003825,2021-12-26 00:05:01
68.2,26.5,44.8,46.7,43.6,-2.4079,-0.5383,0.015,123.500003975,2021-12-26 00:05:11
68.2,26.5,44.8,46.7,43.6,-2.3847,-0.5383,0.0145,123.500003975,2021-12-26 00:05:21
68.2,26.5,44.8,46.7,43.6,-2.3847,-0.5383,0.0145,123.500003975,2021-12-26 00:05:21
68.2,26.5,44.5,46.7,43.1,-2.3731,-0.5383,0.0117,122.7500040875,2021-12-26 00:05:31
68.2,26.5,44.5,46.7,43.1,-2.3731,-0.5383,0.0117,122.7500040875,2021-12-26 00:05:31
68.2,26.5,44.1,46,42.7,-2.3731,-0.5383,0.0094,121.7500042375,2021-12-26 00:05:41
68.2,26.5,44.1,46,42.7,-2.3731,-0.5383,0.0094,121.7500042375,2021-12-26 00:05:41
64.5,27.9,43.3,45.9,42,-2.3847,-0.5383,0.0153,119.7500045375,2021-12-26 00:05:51
68.2,26.5,43.1,45.1,41.9,-2.3731,-0.5372,0.0168,119.2500046125,2021-12-26 00:06:01
68.2,26.5,43.1,45.1,41.9,-2.3847,-0.5383,0.0153,119.2500046125,2021-12-26 00:06:11
68.2,26.5,43.1,45.1,41.9,-2.3847,-0.5383,0.0338,119.2500046125,2021-12-26 00:06:21
68.2,26.5,43.4,45.4,42.3,-2.3963,-0.5383,0.0353,120.0000045,2021-12-26 00:06:31
68.2,26.5,43.4,45.7,42.3,-2.3847,-0.5383,0.0285,120.0000045,2021-12-26 00:06:41
68.2,26.5,44.1,46,42.7,-2.3847,-0.5383,0.0117,121.7500042375,2021-12-26 00:06:51
68.2,26.5,43.8,45.7,42.3,-2.3963,-0.5383,0.0282,121.00000435,2021-12-26 00:07:01
68.2,26.5,44.1,46,42.7,-2.3615,-0.5383,0.017,121.7500042375,2021-12-26 00:07:11
64.5,27.9,43.9,46.5,42.5,-2.3847,-0.5383,0.0072,121.2500043125,2021-12-26 00:07:21
68.2,26.5,43.8,45.7,42.3,-2.3615,-0.5383,0.0008,121.00000435,2021-12-26 00:07:31
68.2,26.5,43.4,45.4,42.3,-2.3731,-0.5372,0.0249,120.0000045,2021-12-26 00:07:41
68.2,26.5,42.7,44.8,41.5,-2.3615,-0.5383,0.0183,118.2500047625,2021-12-26 00:07:51
68.2,26.5,43.1,45.1,41.9,-2.3615,-0.5383,0.0176,119.2500046125,2021-12-26 00:08:01
68.2,26.5,42.7,44.8,41.5,-2.3731,-0.5383,0.0363,118.2500047625,2021-12-26 00:08:11
68.2,26.5,42,43.9,40.6,-2.3731,-0.5383,0.0318,116.500005025,2021-12-26 00:08:21
68.2,26.5,42.4,44.2,41,-2.3731,-0.5383,0.05,117.500004875,2021-12-26 00:08:31
68.2,26.5,42.7,44.8,41.5,-2.3847,-0.5383,0.0343,118.2500047625,2021-12-26 00:08:41
68.2,26.5,43.4,45.4,42.3,-2.3731,-0.5383,0.0257,120.0000045,2021-12-26 00:08:51
64.5,27.9,42.9,45.5,41.6,-2.3615,-0.5383,0.016,118.7500046875,2021-12-26 00:09:01
68.2,26.5,43.1,45.1,41.9,-2.3615,-0.5383,0.0356,119.2500046125,2021-12-26 00:09:11
68.2,26.5,43.4,45.4,42.3,-2.3499,-0.5383,0.0155,120.0000045,2021-12-26 00:09:21
68.2,26.5,43.1,45.1,41.9,-2.3499,-0.5383,0.032,119.2500046125,2021-12-26 00:09:31
68.2,26.5,42.7,44.8,41.5,-2.3615,-0.5372,0.0145,118.2500047625,2021-12-26 00:09:41
68.2,26.5,43.1,45.1,41.9,-2.3615,-0.5383,0.0361,119.2500046125,2021-12-26 00:09:51
68.2,26.5,43.4,45.4,42.3,-2.3499,-0.5383,0.0368,120.0000045,2021-12-26 00:10:01
68.2,26.5,43.8,45.7,42.3,-2.3731,-0.5383,0.0302,121.00000435,2021-12-26 00:10:11
68.2,26.5,43.8,45.7,42.3,-2.4079,-0.5383,0.0356,121.00000435,2021-12-26 00:10:21
64.5,27.9,43.6,46.2,42,-2.3963,-0.5383,0.0274,120.500004425,2021-12-26 00:10:31
68.1,26.5,43.4,45.4,42.3,-2.3963,-0.5383,0.0229,120.0000045,2021-12-26 00:10:41
68.1,26.5,43.1,45.1,41.9,-2.3847,-0.5383,0.0219,119.2500046125,2021-12-26 00:10:51
68.1,26.5,42.7,44.8,41.5,-2.3731,-0.5383,0.0224,118.2500047625,2021-12-26 00:11:01
68.1,26.5,42.4,44.2,41,-2.3847,-0.5383,0.0056,117.500004875,2021-12-26 00:11:11
68.1,26.5,42,43.9,40.6,-2.3963,-0.5383,0.0061,116.500005025,2021-12-26 00:11:21
68.1,26.5,41.7,43.5,40.6,-2.3615,-0.5383,0.013,115.7500051375,2021-12-26 00:11:31
68.1,26.5,41.7,43.5,40.6,-2.3731,-0.5383,0.0249,115.7500051375,2021-12-26 00:11:41
68.1,26.5,42,43.9,40.6,-2.3963,-0.5383,0.012,116.500005025,2021-12-26 00:11:51
68.1,26.5,42,43.9,40.6,-2.3963,-0.5383,0.0016,116.500005025,2021-12-26 00:12:01
64.5,27.9,42.2,44.6,40.8,-2.4079,-0.5383,0.0198,117.00000495,2021-12-26 00:12:11
68.1,26.5,42.7,44.8,41.5,-2.3963,-0.5383,0.0318,118.2500047625,2021-12-26 00:12:21
68.1,26.5,42.7,44.8,41.5,-2.3963,-0.5383,0.0302,118.2500047625,2021-12-26 00:12:31
68.1,26.5,43.1,45.1,41.9,-2.4195,-0.5383,0.0242,119.2500046125,2021-12-26 00:12:41
68.1,26.5,42.7,44.8,41.5,-2.3731,-0.5383,0.0115,118.2500047625,2021-12-26 00:12:51
68.1,26.5,42.7,44.8,41.5,-2.3963,-0.5383,0.0244,118.2500047625,2021-12-26 00:13:01
68.1,26.5,42.4,44.2,41,-2.3847,-0.5383,0.017,117.500004875,2021-12-26 00:13:11
68.1,26.5,42.4,44.2,41,-2.3847,-0.5383,0.011,117.500004875,2021-12-26 00:13:21
68,26.5,43,45.1,41.8,-2.3731,-0.5372,0.0105,119.00000465,2021-12-26 00:13:31
64.4,27.9,43.9,46.5,42.4,-2.3847,-0.5383,0.0282,121.2500043125,2021-12-26 00:13:41
68.1,26.5,44.5,46.3,43.1,-2.4079,-0.5383,0.0267,122.7500040875,2021-12-26 00:13:51
68.1,26.5,44.8,46.7,43.5,-2.4195,-0.5383,0.0247,123.500003975,2021-12-26 00:14:01
68.1,26.5,45.5,47.6,44.4,-2.3963,-0.5383,0.0269,125.2500037125,2021-12-26 00:14:11
68,26.5,45.8,47.9,44.4,-2.4079,-0.5383,0.0406,126.0000036,2021-12-26 00:14:21
68.1,26.5,45.5,47.6,44.4,-2.3963,-0.5383,0.0181,125.2500037125,2021-12-26 00:14:31
68,26.5,45.1,46.9,43.9,-2.4079,-0.5383,0.0183,124.2500038625,2021-12-26 00:14:41
68.1,26.5,44.5,46.3,43.1,-2.4079,-0.5383,0.0313,122.7500040875,2021-12-26 00:14:51
68.1,26.5,43.8,45.7,42.3,-2.3963,-0.5383,0.0011,121.00000435,2021-12-26 00:15:01
68.1,26.5,43.8,45.7,42.3,-2.4079,-0.5383,0.0018,121.00000435,2021-12-26 00:15:11
64.5,27.9,43.2,45.9,42,-2.3963,-0.5383,-0.005,119.500004575,2021-12-26 00:15:21
68.1,26.5,43.8,45.7,42.3,-2.3847,-0.5383,0.0148,121.00000435,2021-12-26 00:15:31
68.1,26.5,44.1,46,42.7,-2.3731,-0.5383,0.0122,121.7500042375,2021-12-26 00:15:41
68.1,26.5,44.5,46.3,43.1,-2.4079,-0.5383,0.0302,122.7500040875,2021-12-26 00:15:51
68.2,26.5,44.8,46.7,43.6,-2.4079,-0.5383,0.014,123.500003975,2021-12-26 00:16:01
68.2,26.5,44.8,46.7,43.6,-2.4079,-0.5383,0.0396,123.500003975,2021-12-26 00:16:11
68.1,26.5,44.4,46.3,43.1,-2.4079,-0.5383,0.0239,122.500004125,2021-12-26 00:16:21
68.1,26.5,43.7,45.7,42.3,-2.4079,-0.5383,0.0234,120.7500043875,2021-12-26 00:16:31
68.2,26.5,43.8,45.7,42.3,-2.3963,-0.5383,0.0191,121.00000435,2021-12-26 00:16:41
64.5,27.9,42.9,45.5,41.6,-2.3963,-0.5383,0.0087,118.7500046875,2021-12-26 00:16:51
68.1,26.5,42.7,44.8,41.4,-2.3963,-0.5383,0.0155,118.2500047625,2021-12-26 00:17:01
68.1,26.5,42.7,44.8,41.4,-2.3963,-0.5383,0.0158,118.2500047625,2021-12-26 00:17:11
68.2,26.5,42.7,44.8,41.5,-2.3731,-0.5383,0.013,118.2500047625,2021-12-26 00:17:21
68.2,26.5,42.7,44.8,41.5,-2.3847,-0.5383,0.0267,118.2500047625,2021-12-26 00:17:31
68.1,26.5,43,45.4,41.8,-2.3847,-0.5383,0.0242,119.00000465,2021-12-26 00:17:41
68.2,26.5,42.7,44.8,41.4,-2.3847,-0.5383,0.0231,118.2500047625,2021-12-26 00:17:51
68.2,26.5,43.1,45.1,41.9,-2.3963,-0.5383,0.0193,119.2500046125,2021-12-26 00:18:01
68.2,26.5,42.7,44.8,41.4,-2.4079,-0.5383,0.0406,118.2500047625,2021-12-26 00:18:11
68.2,26.5,43.1,45.1,41.9,-2.4195,-0.5383,0.0264,119.2500046125,2021-12-26 00:18:21
64.5,27.9,43.9,46.5,42.4,-2.3847,-0.5383,0.0201,121.2500043125,2021-12-26 00:18:31
68.2,26.5,44.1,46,42.7,-2.4079,-0.5383,0.014,121.7500042375,2021-12-26 00:18:41
68.2,26.5,44.4,46.3,43.1,-2.3847,-0.5383,0.0183,122.500004125,2021-12-26 00:18:51
68.2,26.5,44.1,46,42.7,-2.3847,-0.5383,0.0094,121.7500042375,2021-12-26 00:19:01
68.2,26.5,44.5,46.3,43.1,-2.3615,-0.5383,0.0163,122.7500040875,2021-12-26 00:19:11
